  0.000,  0.000,  0.000,  0.003,  0.000
  0.000,  0.000,  0.000,  0.002,  0.000
  0.000,  0.000,  0.000,  0.001,  0.000
  0.000,  0.000,  0.000,  0.001,  0.000
  0.000,  0.000,  0.000,  0.001,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.001,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.001,  0.001,  0.000
  0.000,  0.000,  0.004,  0.004,  0.000
  0.000,  0.000,  0.000,  0.006,  0.000
  0.000,  0.000,  0.000,  0.003,  0.000
  0.000,  0.000,  0.000,  0.002,  0.000
  0.000,  0.000,  0.000,  0.002,  0.000
  0.000,  0.000,  0.000,  0.002,  0.000
  0.000,  0.000,  0.000,  0.001,  0.000
  0.000,  0.000,  0.000,  0.001,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.001
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.001,  0.000,  0.000
  0.000,  0.000,  0.001,  0.001,  0.000
  0.000,  0.000,  0.000,  0.001,  0.000
  0.000,  0.000,  0.143,  0.001,  0.000
  0.000,  0.000,  0.000,  0.017,  0.001
  0.000,  0.000,  0.000,  0.009,  0.001
  0.000,  0.000,  0.000,  0.005,  0.001
  0.000,  0.000,  0.000,  0.003,  0.000
  0.000,  0.000,  0.000,  0.002,  0.000
  0.000,  0.000,  0.000,  0.002,  0.000
  0.000,  0.000,  0.000,  0.001,  0.001
  0.000,  0.000,  0.000,  0.001,  0.000
  0.000,  0.000,  0.000,  0.000,  0.001
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.001
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.000,  0.000
  0.000,  0.000,  0.000,  0.001,  0.000
  0.000,  0.000,  0.000,  0.001,  0.000
  0.000,  0.000,  0.000,  0.001,  0.000
  0.000,  0.000,  0.002,  0.088,  0.000
  0.000,  0.000,  0.138,  0.656,  0.000
  0.000,  0.000,  0.000,  0.038,  0.003
  0.000,  0.000,  0.000,  0.024,  0.005
  0.000,  0.000,  0.000,  0.012,  0.006
  0.000,  0.000,  0.000,  0.006,  0.005
  0.000,  0.000,  0.000,  0.003,  0.003
  0.000,  0.000,  0.000,  0.002,  0.001
  0.000,  0.000,  0.000,  0.002,  0.001
  0.000,  0.000,  0.000,  0.001,  0.000
  0.000,  0.000,  0.000,  0.000,  0.001
  0.000,  0.000,  0.000,  0.000,  0.001
  0.000,  0.000,  0.000,  0.000,  0.000
