 -82.66, -82.63, -82.60, -82.57, -82.54, -82.51, -82.48, -82.45, -82.42, -82.39, -82.36, -82.34, -82.31, -82.28, -82.25, -82.22, -82.19, -82.16, -82.13, -82.10, -82.07, -82.04, -82.01, -81.99, -81.96
 -82.66, -82.63, -82.60, -82.57, -82.54, -82.51, -82.48, -82.45, -82.42, -82.39, -82.36, -82.34, -82.31, -82.28, -82.25, -82.22, -82.19, -82.16, -82.13, -82.10, -82.07, -82.04, -82.01, -81.99, -81.96
 -82.66, -82.63, -82.60, -82.57, -82.54, -82.51, -82.48, -82.45, -82.42, -82.39, -82.36, -82.34, -82.31, -82.28, -82.25, -82.22, -82.19, -82.16, -82.13, -82.10, -82.07, -82.04, -82.01, -81.99, -81.96
 -82.66, -82.63, -82.60, -82.57, -82.54, -82.51, -82.48, -82.45, -82.42, -82.39, -82.36, -82.34, -82.31, -82.28, -82.25, -82.22, -82.19, -82.16, -82.13, -82.10, -82.07, -82.04, -82.01, -81.99, -81.96
 -82.66, -82.63, -82.60, -82.57, -82.54, -82.51, -82.48, -82.45, -82.42, -82.39, -82.36, -82.34, -82.31, -82.28, -82.25, -82.22, -82.19, -82.16, -82.13, -82.10, -82.07, -82.04, -82.01, -81.99, -81.96
 -82.66, -82.63, -82.60, -82.57, -82.54, -82.51, -82.48, -82.45, -82.42, -82.39, -82.36, -82.34, -82.31, -82.28, -82.25, -82.22, -82.19, -82.16, -82.13, -82.10, -82.07, -82.04, -82.01, -81.99, -81.96
 -82.66, -82.63, -82.60, -82.57, -82.54, -82.51, -82.48, -82.45, -82.42, -82.39, -82.36, -82.34, -82.31, -82.28, -82.25, -82.22, -82.19, -82.16, -82.13, -82.10, -82.07, -82.04, -82.01, -81.99, -81.96
 -82.66, -82.63, -82.60, -82.57, -82.54, -82.51, -82.48, -82.45, -82.42, -82.39, -82.36, -82.34, -82.31, -82.28, -82.25, -82.22, -82.19, -82.16, -82.13, -82.10, -82.07, -82.04, -82.01, -81.99, -81.96
 -82.66, -82.63, -82.60, -82.57, -82.54, -82.51, -82.48, -82.45, -82.42, -82.39, -82.36, -82.34, -82.31, -82.28, -82.25, -82.22, -82.19, -82.16, -82.13, -82.10, -82.07, -82.04, -82.01, -81.99, -81.96
 -82.66, -82.63, -82.60, -82.57, -82.54, -82.51, -82.48, -82.45, -82.42, -82.39, -82.36, -82.34, -82.31, -82.28, -82.25, -82.22, -82.19, -82.16, -82.13, -82.10, -82.07, -82.04, -82.01, -81.99, -81.96
 -82.66, -82.63, -82.60, -82.57, -82.54, -82.51, -82.48, -82.45, -82.42, -82.39, -82.36, -82.34, -82.31, -82.28, -82.25, -82.22, -82.19, -82.16, -82.13, -82.10, -82.07, -82.04, -82.01, -81.99, -81.96
 -82.66, -82.63, -82.60, -82.57, -82.54, -82.51, -82.48, -82.45, -82.42, -82.39, -82.36, -82.34, -82.31, -82.28, -82.25, -82.22, -82.19, -82.16, -82.13, -82.10, -82.07, -82.04, -82.01, -81.99, -81.96
 -82.66, -82.63, -82.60, -82.57, -82.54, -82.51, -82.48, -82.45, -82.42, -82.39, -82.36, -82.34, -82.31, -82.28, -82.25, -82.22, -82.19, -82.16, -82.13, -82.10, -82.07, -82.04, -82.01, -81.99, -81.96
 -82.66, -82.63, -82.60, -82.57, -82.54, -82.51, -82.48, -82.45, -82.42, -82.39, -82.36, -82.34, -82.31, -82.28, -82.25, -82.22, -82.19, -82.16, -82.13, -82.10, -82.07, -82.04, -82.01, -81.99, -81.96
 -82.66, -82.63, -82.60, -82.57, -82.54, -82.51, -82.48, -82.45, -82.42, -82.39, -82.36, -82.34, -82.31, -82.28, -82.25, -82.22, -82.19, -82.16, -82.13, -82.10, -82.07, -82.04, -82.01, -81.99, -81.96
