  0.019,300.575,  0.000,  0.000
  0.019,300.603,  0.000,  0.000
  0.019,300.596,  0.000,  0.000
  0.019,300.567,  0.000,  0.000
  0.019,300.543,  0.000,  0.000
  0.019,300.550,  0.000,  0.000
  0.020,300.592,  0.000,  0.000
  0.019,300.633,  0.000,  0.000
  0.019,300.629,  0.001,  0.000
  0.019,300.587,  0.000,  0.000
  0.019,300.582,  0.000,  0.000
  0.019,300.648,  0.000,  0.000
  0.019,300.722,  0.000,  0.000
  0.020,300.737,  0.000,  0.000
  0.020,300.713,  0.000,  0.000
  0.019,300.701,  0.000,  0.000
  0.019,300.705,  0.000,  0.000
  0.019,300.707,  0.000,  0.000
  0.019,300.702,  0.000,  0.000
  0.019,300.686,  0.000,  0.000
  0.019,300.672,  0.000,  0.000
  0.020,300.670,  0.000,  0.000
  0.020,300.687,  0.000,  0.000
  0.019,300.718,  0.000,  0.000
  0.020,300.690,  0.001,  0.000
  0.019,300.609,  0.000,  0.000
  0.019,300.614,  0.000,  0.000
  0.019,300.599,  0.000,  0.000
  0.019,300.575,  0.000,  0.000
  0.019,300.581,  0.000,  0.000
  0.019,300.622,  0.000,  0.000
  0.019,300.662,  0.000,  0.000
  0.019,300.669,  0.000,  0.000
  0.019,300.631,  0.000,  0.000
  0.019,300.590,  0.001,  0.000
  0.019,300.612,  0.001,  0.000
  0.019,300.694,  0.000,  0.000
  0.019,300.768,  0.000,  0.000
  0.020,300.779,  0.000,  0.000
  0.019,300.756,  0.000,  0.000
  0.019,300.737,  0.000,  0.000
  0.019,300.731,  0.000,  0.000
  0.019,300.739,  0.000,  0.000
  0.019,300.744,  0.000,  0.000
  0.020,300.728,  0.000,  0.000
  0.020,300.714,  0.000,  0.000
  0.020,300.726,  0.000,  0.000
  0.019,300.744,  0.000,  0.000
  0.019,300.752,  0.000,  0.000
  0.020,300.720,  0.001,  0.000
  0.019,300.621,  0.003,  0.000
  0.019,300.611,  0.001,  0.000
  0.019,300.602,  0.001,  0.000
  0.019,300.603,  0.000,  0.000
  0.019,300.627,  0.002,  0.000
  0.020,300.673,  0.004,  0.000
  0.019,300.705,  0.004,  0.000
