  0.020,300.746,  0.000,  0.000
  0.020,300.712,  0.000,  0.000
  0.020,300.679,  0.000,  0.970
  0.020,300.650,  0.033,  0.970
  0.020,300.610,  0.305,  0.970
  0.020,300.594,  0.607,  0.970
  0.020,300.607,  0.008,  0.780
  0.020,300.624,  0.007,  0.780
  0.020,300.623,  0.021,  0.780
  0.020,300.613,  0.107, 21.890
  0.019,300.612,  0.117, 21.890
  0.019,300.626,  0.015, 21.890
  0.019,300.640,  0.012, 21.890
  0.019,300.628,  0.003, 19.880
  0.019,300.600,  0.005, 19.880
  0.019,300.576,  0.003, 19.880
  0.019,300.569,  0.098, 16.670
  0.019,300.580,  0.311, 16.670
  0.019,300.584,  0.003, 16.670
  0.019,300.576,  0.008, 16.670
  0.019,300.583,  0.000, 20.910
  0.019,300.604,  0.000, 20.910
  0.019,300.614,  0.000, 20.910
  0.019,300.621,  0.001,  1.780
  0.019,300.597,  0.017,  1.780
  0.020,300.795,  0.000,  0.000
  0.020,300.741,  0.000,  0.000
  0.020,300.676,  0.004,  0.070
  0.020,300.630,  0.013,  0.070
  0.020,300.586,  0.010,  0.070
  0.020,300.573,  0.002,  0.070
  0.020,300.619,  0.002,  1.750
  0.019,300.668,  0.002,  1.750
  0.019,300.679,  0.080,  1.750
  0.019,300.661,  0.825,  1.970
  0.020,300.648,  2.554,  1.970
  0.019,300.642,  1.666,  1.970
  0.019,300.650,  0.112,  1.970
  0.019,300.654,  0.013, 11.430
  0.019,300.638,  0.002, 11.430
  0.019,300.618,  0.001, 11.430
  0.019,300.597,  0.000,  6.540
  0.019,300.588,  0.000,  6.540
  0.019,300.596,  0.000,  6.540
  0.019,300.594,  0.000,  6.540
  0.019,300.582,  0.001,  1.930
  0.019,300.593,  0.001,  1.930
  0.019,300.620,  0.001,  1.930
  0.019,300.639,  0.000,  0.230
  0.019,300.607,  0.005,  0.230
  0.020,300.809,  0.000,  0.000
  0.020,300.778,  0.003,  0.000
  0.020,300.729,  0.039,  0.070
  0.020,300.663,  0.151,  0.070
  0.020,300.612,  0.172,  0.070
  0.020,300.599,  0.027,  0.070
  0.020,300.621,  0.004,  1.750
  0.020,300.651,  0.002,  1.750
  0.019,300.671,  0.061,  1.750
  0.019,300.684,  1.402,  1.970
  0.020,300.680,  8.538,  1.970
  0.019,300.660, 11.438,  1.970
  0.019,300.644,  0.274,  1.970
  0.019,300.644,  0.080, 11.430
  0.019,300.642,  0.006, 11.430
  0.019,300.631,  0.003, 11.430
  0.019,300.622,  0.001,  6.540
  0.019,300.619,  0.002,  6.540
  0.019,300.609,  0.000,  6.540
  0.019,300.594,  0.001,  6.540
  0.019,300.595,  0.005,  1.930
  0.019,300.600,  0.009,  1.930
  0.019,300.621,  0.001,  1.930
  0.019,300.657,  0.002,  0.230
  0.019,300.630,  0.000,  0.230
  0.019,300.820,  0.000,  0.000
  0.019,300.813,  0.004,  0.000
  0.019,300.792,  0.065,  0.070
  0.020,300.758,  0.304,  0.070
  0.020,300.717,  0.419,  0.070
  0.020,300.695,  0.070,  0.070
  0.020,300.684,  0.001,  1.750
  0.020,300.652,  0.002,  1.750
  0.020,300.615,  0.001,  1.750
  0.020,300.617,  0.244,  1.970
  0.019,300.660,  2.248,  1.970
  0.019,300.685,  4.041,  1.970
  0.019,300.666,  0.007,  1.970
  0.019,300.641,  0.102, 11.430
  0.019,300.636,  0.004, 11.430
  0.020,300.620,  0.001, 11.430
  0.019,300.601,  0.000,  6.540
  0.019,300.608,  0.000,  6.540
  0.019,300.620,  0.000,  6.540
  0.019,300.617,  0.001,  6.540
  0.020,300.609,  0.011,  1.930
  0.019,300.607,  0.021,  1.930
  0.019,300.633,  0.001,  1.930
  0.019,300.677,  0.004,  0.230
  0.019,300.667,  0.000,  0.230
